+//3//f/9AF8-id,District,Post Office,Postal/Pin Code,Post Office Type,Latitude,Longitude
1,Achham,Achham,10700,D.P.O.,29.2003365,81.2768206
2,Achham,Chaurpati,10701,A.P.O.,29.2024646,81.1282174
3,Achham,Srikot,10702,A.P.O.,29.0664802,81.2934887
4,Achham,Thanti,10703,A.P.O.,29.0664802,81.2934887
5,Achham,Mellekh,10704,A.P.O.,29.2670531,81.3191797
6,Achham,Bayalpata,10705,A.P.O.,29.2017581,81.2310175
7,Achham,Bhatakatiya,10706,A.P.O.,29.2025994,81.4094566
8,Achham,Jayagadh,10707,A.P.O.,29.1933913,81.3000082
9,Achham,Kalagaun,10709,A.P.O.,29.1565573,81.3374854
10,Achham,Kuchikot,10710,A.P.O.,29.0664802,81.2934887
11,Achham,Kamal bazar,10711,A.P.O.,29.0523645,81.3405529
12,Achham,Dhakari,10712,A.P.O.,28.9769828,81.2246906
13,Achham,Turmakhad,10713,A.P.O.,28.8874079,81.4882467
14,Arghakhanchi,Arghakhanchi,32700,D.P.O.,27.9856727,83.1224498
15,Arghakhanchi,Balkot,32701,A.P.O.,27.9708677,83.2443328
16,Arghakhanchi,Arghatosh,32702,A.P.O.,28.0311121,83.1953317
17,Arghakhanchi,Khana,32703,A.P.O.,28.0398939,83.1241067
18,Arghakhanchi,Wangla,32704,A.P.O.,27.9799861,83.1547392
19,Arghakhanchi,Hamshapur,32705,A.P.O.,27.9318733,83.1459594
20,Arghakhanchi,Thada,32706,A.P.O.,27.861368,83.09597
21,Arghakhanchi,Khilji,32708,A.P.O.,27.9318733,83.1459594
22,Arghakhanchi,Khidim,32709,A.P.O.,27.9318733,83.1459594
23,Arghakhanchi,Pali,32710,A.P.O.,27.92734,83.22826
24,Arghakhanchi,Dhikura,32711,A.P.O.,27.9318733,83.1459594
25,Arghakhanchi,Argha,32712,A.P.O.,28.0141524,83.1062954
26,Arghakhanchi,Subarnakhal,32713,A.P.O.,27.9318733,83.1459594
27,Baglung,Baglung,33300,D.P.O.,28.2651055,83.6029924
28,Baglung,Pala,33302,A.P.O.,28.2721764,83.5528922
29,Baglung,Bihukot,33303,A.P.O.,28.3562466,83.1426241
30,Baglung,Harichaur,33304,A.P.O.,28.3562466,83.1426241
31,Baglung,Balewa Payupata,33305,A.P.O.,28.3562466,83.1426241
32,Baglung,Jaidi Belbagar,33306,A.P.O.,28.3562466,83.1426241
33,Baglung,Bereng,33307,A.P.O.,28.3562466,83.1426241
34,Baglung,Galkot,33308,A.P.O.,28.2505321,83.3823394
35,Baglung,Pandavkhani,33309,A.P.O.,28.3562466,83.1426241
36,Baglung,Arnakot,33310,A.P.O.,28.3562466,83.1426241
37,Baglung,Khrwang,33311,A.P.O.,28.3562466,83.1426241
38,Baglung,Bongadovan,33312,A.P.O.,28.3562466,83.1426241
39,Baglung,Jhimpa,33313,A.P.O.,28.3562466,83.1426241
40,Baglung,Kusmi Shera,33314,A.P.O.,28.3562466,83.1426241
41,Baitadi,Baitadi,10200,D.P.O.,29.524227,80.467293
42,Baitadi,Kesharpur,10201,A.P.O.,29.5086945,80.5585666
43,Baitadi,Patan,10202,A.P.O.,29.450609,80.5824301
44,Baitadi,Khodpe,10203,A.P.O.,29.4371032,80.6368245
45,Baitadi,Mulkhatali,10204,A.P.O.,29.5086945,80.5585666
46,Baitadi,Gajari Changgad,10205,A.P.O.,29.5086945,80.5585666
47,Baitadi,Dehimandau,10207,A.P.O.,29.5247685,80.4668394
48,Baitadi,Sharmali,10209,A.P.O.,29.3610016,80.3278352
49,Baitadi,Srikot,10210,A.P.O.,29.5859968,80.5327681
50,Baitadi,Dilasaini,10211,A.P.O.,29.6601796,80.6057319
51,Baitadi,Swopana Taladehi,10212,A.P.O.,29.5086945,80.5585666
52,Baitadi,Purchaudihat,10213,A.P.O.,29.5086945,80.5585666
53,Baitadi,Sitad,10214,A.P.O.,29.5086945,80.5585666
54,Baitadi,Dhungad,10215,A.P.O.,29.5086945,80.5585666
55,Bajhang,Bajhang,10500,D.P.O.,29.5379843,81.1825945
56,Bajhang,Talkot,10501,A.P.O.,29.6869522,81.2752687
57,Bajhang,Jamatola,10502,A.P.O.,29.7224463,81.246348
58,Bajhang,Jaya Prithivi Nagar,10505,A.P.O.,29.7224463,81.246348
59,Bajhang,Chhanna,10506,A.P.O.,29.4561,81.1611107
60,Bajhang,Chaudhari,10507,A.P.O.,29.7224463,81.246348
61,Bajhang,Rayal,10508,A.P.O.,29.4646325,80.9545467
62,Bajhang,Thalara,10509,A.P.O.,29.4510421,80.9944021
63,Bajhang,Bungal,10510,A.P.O.,29.690259,80.947756
64,Bajhang,Shayadi,10511,A.P.O.,29.7224463,81.246348
65,Bajura,Bajura,10600,D.P.O.,29.5028857,81.6685007
66,Bajura,Dandakot,10602,A.P.O.,29.5028857,81.6685007
67,Bajura,Jukot,10603,A.P.O.,29.4574996,81.7327581
68,Bajura,Faiti,10604,A.P.O.,29.5028857,81.6685007
69,Bajura,Kolti,10605,A.P.O.,29.504541,81.667831
70,Bajura,Manakot,10606,A.P.O.,29.4788673,81.3882534
71,Bajura,Dogadi,10607,A.P.O.,29.4207221,81.2864986
72,Bajura,Tate,10608,A.P.O.,29.5028857,81.6685007
73,Bajura,Chhatara,10609,A.P.O.,29.5028857,81.6685007
74,Banke,Banke,21900,D.P.O.,28.1535128,81.5232106
75,Banke,Suiya,21901,A.P.O.,27.8660619,81.920534
76,Banke,Bhojbhagawanpur,21902,A.P.O.,26.9477191,85.7200188
77,Banke,Khaskusma,21903,A.P.O.,26.9477191,85.7200188
78,Banke,Kohalapur,21904,A.P.O.,26.9477191,85.7200188
79,Banke,Ramjha,21905,A.P.O.,26.9477191,85.7200188
80,Banke,Udayapur,21907,A.P.O.,28.0221259,81.6500946
81,Banke,Chisapani,21910,A.P.O.,28.2766447,81.6585895
82,Banke,Godahana,21911,A.P.O.,26.9477191,85.7200188
83,Banke,Jayaspur,21912,A.P.O.,28.033536,81.5997977
84,Banke,Khajura,21913,A.P.O.,28.1217585,81.5507556
85,Banke,Chandranagar,21914,A.P.O.,26.9477191,85.7200188
86,Bara,Bara,44400,D.P.O.,27.0019023,85.0927878
87,Bara,Nijgadh,44401,A.P.O.,27.2410483,85.1449002
88,Bara,Mahendra Adarsha,44402,A.P.O.,27.107328,85.0693391
89,Bara,Simraungadh,44403,A.P.O.,26.8998699,85.1307691
90,Bara,Umjan,44404,A.P.O.,27.0341334,85.1107221
91,Bara,Bariyarpur,44405,A.P.O.,26.9886271,85.0506609
92,Bara,Kabahigoth,44406,A.P.O.,26.9642987,85.0830251
93,Bara,Dumarwana,44408,A.P.O.,27.1443005,85.0068665
94,Bara,Pipradhigoth,44410,A.P.O.,27.107328,85.0693391
95,Bara,Basantapur,44411,A.P.O.,27.107328,85.0693391
96,Bara,Simara,44412,A.P.O.,27.1604122,84.9765794
97,Bara,Parsoni,44413,A.P.O.,27.107328,85.0693391
98,Bara,Amalekhgunj,44416,A.P.O.,27.107328,85.0693391
99,Bara,Jeetpur (Bhavanipur),44417,A.P.O.,27.107328,85.0693391
100,Bardiya,Bardiya,21800,D.P.O.,28.3598172,81.2813978
101,Bardiya,Jamuni,21801,A.P.O.,28.1222649,81.4864637
102,Bardiya,Mainapokhar,21802,A.P.O.,28.1844354,81.4822079
103,Bardiya,Motipur,21803,A.P.O.,28.3714635,81.4515431
104,Bardiya,Magaragadi,21804,A.P.O.,28.3714635,81.4515431
105,Bardiya,Baganaha,21808,A.P.O.,28.3714635,81.4515431
106,Bardiya,Bhurigaun,21809,A.P.O.,28.3714635,81.4515431
107,Bardiya,Rajapur,21811,A.P.O.,28.431049,81.1250352
108,Bardiya,Pashupatinagar,21813,A.P.O.,28.3714635,81.4515431
109,Bardiya,Sanoshri,21814,A.P.O.,28.3714635,81.4515431
110,Bhaktapur,Bhaktapur,44800,D.P.O.,27.704332,85.452118
111,Bhaktapur,Dubakot,44802,A.P.O.,27.704332,85.452118
112,Bhaktapur,Kharipati,44804,A.P.O.,27.7027371,85.4707163
113,Bhaktapur,Tathali,44805,A.P.O.,27.6654025,85.4671825
114,Bhaktapur,Jorpati,44806,A.P.O.,27.6971204,85.3932297
115,Bhaktapur,Gamcha,44809,A.P.O.,27.6556938,85.3898979
116,Bhaktapur,Dibyashwori,44810,A.P.O.,27.683275,85.4252864
117,Bhaktapur,Thimi,44811,A.P.O.,27.6732593,85.3864013
118,Bhaktapur,Nagarkot,44812,A.P.O.,27.7183803,85.5179273
119,Bhojpur,Bhojpur,57000,D.P.O.,27.1879842,87.0498443
120,Bhojpur,Kulung Agrakhe,57001,A.P.O.,27.1743038,87.0934775
121,Bhojpur,Dingla,57002,A.P.O.,27.3567136,87.1359459
122,Bhojpur,Deurali,57003,A.P.O.,27.1757335,87.0405038
123,Bhojpur,Pyauli,57004,A.P.O.,27.1743038,87.0934775
124,Bhojpur,Yaku,57005,A.P.O.,27.1884553,87.1824412
125,Bhojpur,Bastim,57006,A.P.O.,27.0896875,87.1529927
126,Bhojpur,Timma,57008,A.P.O.,27.1743038,87.0934775
127,Bhojpur,Dilpa Annapurna,57009,A.P.O.,27.1743038,87.0934775
128,Bhojpur,Bhulke,57010,A.P.O.,27.152096,86.9787111
129,Bhojpur,Baikunthe,57011,A.P.O.,27.1743038,87.0934775
130,Bhojpur,Ranibas,57012,A.P.O.,26.9876632,87.1173149
131,Bhojpur,Walangkha,57013,A.P.O.,27.1743038,87.0934775
132,Bhojpur,Tiwari Bhanjyang,57014,A.P.O.,27.1799332,87.1352419
133,Bhojpur,Dobhane,57015,A.P.O.,27.1743038,87.0934775
134,Chitawan,Chitwan,44200,D.P.O.,27.6742191,85.3147475
135,Chitawan,Ratnanagar,44204,A.P.O.,27.6742191,85.3147475
136,Chitawan,Mugling,44206,A.P.O.,27.6742191,85.3147475
137,Chitawan,Narayangadh,44207,A.P.O.,27.6742191,85.3147475
138,Chitawan,Rampur,44209,A.P.O.,27.6742191,85.3147475
139,Chitawan,Soshi Bazar,44212,A.P.O.,27.6742191,85.3147475
140,Chitawan,Harinagar,44213,A.P.O.,27.6742191,85.3147475
141,Chitawan,Madi,44214,A.P.O.,27.6742191,85.3147475
142,Chitwan,Bhandara,44202,A.P.O.,27.6010215,84.6443578
143,Chitwan,Khairahani,44203,A.P.O.,27.6111824,84.573518
144,Chitwan,Jutpani,44205,A.P.O.,27.6874208,84.5212151
145,Chitwan,Phulbari,44208,A.P.O.,27.6462714,84.408512
146,Chitwan,Meghauli,44210,A.P.O.,27.581228,84.234863
147,Chitwan,Patihani,44211,A.P.O.,27.5803247,84.361963
148,Dadeldhura,Dadeldhura,10300,D.P.O.,29.2122921,80.6228015
149,Dadeldhura,Ugratara,10302,A.P.O.,29.3318973,80.6045053
150,Dadeldhura,Dandaban,10303,A.P.O.,29.2091933,80.5008657
151,Dadeldhura,Ganeshpur,10304,A.P.O.,29.2091933,80.5008657
152,Dadeldhura,Gaira Ganesh,10305,A.P.O.,29.2091933,80.5008657
153,Dadeldhura,Jogbudha,10306,A.P.O.,29.1250158,80.3410134
154,Dadeldhura,Lamikande,10307,A.P.O.,29.2091933,80.5008657
155,Dadeldhura,Chipur,10308,A.P.O.,29.2091933,80.5008657
156,Dadeldhura,Ajayameru,10309,A.P.O.,29.3333268,80.5227956
157,Dailekh,Dailekh,21600,D.P.O.,28.8176782,81.7022952
158,Dailekh,Gaidabaj,21602,A.P.O.,28.8850646,81.6997165
159,Dailekh,Naumule,21603,A.P.O.,28.9253764,81.8426693
160,Dailekh,Byastada,21604,A.P.O.,28.8850646,81.6997165
161,Dailekh,Dhungeshwor,21605,A.P.O.,28.781131,81.580604
162,Dailekh,Malika,21607,A.P.O.,28.8024736,81.6399544
163,Dailekh,Dullu,21608,A.P.O.,28.8330835,81.6085114
164,Dailekh,Jambu Kandha,21609,A.P.O.,28.8850646,81.6997165
165,Dailekh,Rakam Karnali,21610,A.P.O.,29.055168,81.4602231
166,Dang,Dang,22400,D.P.O.,27.8564445,82.6043118
167,Dang,Hapur,22402,A.P.O.,28.0923721,82.420956
168,Dang,Jumlepani,22403,A.P.O.,27.9788799,82.4684176
169,Dang,Bhaluwang,22404,A.P.O.,27.9788799,82.4684176
170,Dang,Koilabas,22405,A.P.O.,27.9788799,82.4684176
171,Dang,Jangrahawa,22406,A.P.O.,27.8731912,82.3593814
172,Dang,Rampur,22407,A.P.O.,28.069074,82.1889299
173,Dang,Urahari,22408,A.P.O.,28.0538525,82.2606374
174,Dang,Hekuli,22409,A.P.O.,28.0956077,82.2042748
175,Dang,Panchakule,22410,A.P.O.,28.1704936,82.1422353
176,Dang,Shantinagar,22411,A.P.O.,28.1779089,82.1992568
177,Dang,Tulsipur,22412,A.P.O.,28.1312133,82.2983065
178,Dang,Manpur,22413,A.P.O.,27.8185599,82.5195161
179,Dang,Lamahi,22414,A.P.O.,27.9312023,82.3410245
180,Dang,Ghoraha,22415,A.P.O.,27.9788799,82.4684176
181,Darchula,Darchula,10100,D.P.O.,29.6677227,80.5457604
182,Darchula,Rapla,10101,A.P.O.,29.9562861,80.7042058
183,Darchula,Duhuti,10102,A.P.O.,29.9127333,80.7937159
184,Darchula,Malikarjun,10104,A.P.O.,29.6746846,80.5619411
185,Darchula,Joljibi,10105,A.P.O.,29.7496173,80.3801477
186,Darchula,Dandakot,10106,A.P.O.,29.9127333,80.7937159
187,Darchula,Ritha Chaupata,10107,A.P.O.,29.9127333,80.7937159
188,Darchula,Gokule,10108,A.P.O.,29.672881,80.5400525
189,Darchula,Sitola,10109,A.P.O.,29.9127333,80.7937159
190,Darchula,Marmalatinath,10110,A.P.O.,29.9127333,80.7937159
191,Darchula,Sipti,10111,A.P.O.,29.9127333,80.7937159
192,Dhading,Dhading,45100,D.P.O.,27.9108933,84.8952805
193,Dhading,Lapa,45101,A.P.O.,28.1778379,85.0028
194,Dhading,Sertung,45102,A.P.O.,28.1703058,85.070832
195,Dhading,Phulkharka,45103,A.P.O.,28.0617039,84.901191
196,Dhading,Tripureshwor,45104,A.P.O.,28.0085212,84.906139
197,Dhading,Katunje,45105,A.P.O.,27.992549,84.9098921
198,Dhading,Sunkhani,45106,A.P.O.,27.9430495,84.8399467
199,Dhading,Sunaulabazar,45108,A.P.O.,28.0085212,84.906139
200,Dhading,Maidi,45109,A.P.O.,27.8787878,84.7495054
201,Dhading,Khanikhola,45110,A.P.O.,27.7178298,85.1624676
202,Dhading,Bhumisthan,45111,A.P.O.,27.7387637,85.0583586
203,Dhading,Gajuri,45112,A.P.O.,27.7500422,84.89745
204,Dhading,Malekhu,45113,A.P.O.,27.813705,84.82724
205,Dhankuta,Dhankuta,56800,D.P.O.,26.9831426,87.3247653
206,Dhankuta,Mudhebash,56801,A.P.O.,26.9831426,87.3247653
207,Dhankuta,Rajarani,56802,A.P.O.,26.8797774,87.4333452
208,Dhankuta,Dandabazar,56803,A.P.O.,26.9831426,87.3247653
209,Dhankuta,Bhedetar,56804,A.P.O.,26.9831426,87.3247653
210,Dhankuta,Ankhisalla,56805,A.P.O.,26.9831426,87.3247653
211,Dhankuta,Hile,56806,A.P.O.,27.0326834,87.3142017
212,Dhankuta,Muga,56807,A.P.O.,27.0405887,87.2303241
213,Dhankuta,Teliya,56808,A.P.O.,27.0027445,87.4096327
214,Dhankuta,Pakhribash,56809,A.P.O.,26.9831426,87.3247653
215,Dhankuta,Leguwa,56810,A.P.O.,27.13986,87.2674072
216,Dhankuta,Mare Katahare,56811,A.P.O.,26.9831426,87.3247653
217,Dhankuta,Arknaule,56812,A.P.O.,26.9831426,87.3247653
218,Dhankuta,Chungmang,56813,A.P.O.,26.9831426,87.3247653
219,Dhanusha,Dhanusha,45600,D.P.O.,26.7281403,85.9283687
220,Dhanusha,Khajuri,45601,A.P.O.,26.6424176,86.1151077
221,Dhanusha,Tinkoriya,45602,A.P.O.,26.6874958,86.0674498
222,Dhanusha,Yadukuha,45603,A.P.O.,26.8510912,86.0358919
223,Dhanusha,Duhabi,45604,A.P.O.,26.8510912,86.0358919
224,Dhanusha,Chakkar,45605,A.P.O.,26.8510912,86.0358919
225,Dhanusha,Raghunathpur,45606,A.P.O.,26.827338,86.099706
226,Dhanusha,Godar Chisapani,45607,A.P.O.,26.8510912,86.0358919
227,Dhanusha,Dhanushadham,45608,A.P.O.,26.830795,86.0580606
228,Dhanusha,Bagachauda,45610,A.P.O.,26.8510912,86.0358919
229,Dhanusha,Jatahi,45611,A.P.O.,26.8510912,86.0358919
230,Dhanusha,Phulgama,45612,A.P.O.,26.6424722,85.9056722
231,Dhanusha,Sankhuwa Mahendranagar,45616,A.P.O.,26.8510912,86.0358919
232,Dhanusha,Dhalkebar,45617,A.P.O.,26.930012,85.95488
233,Dolakha,Dolakha,45500,D.P.O.,27.6770082,86.0744864
234,Dolakha,Khahare,45501,A.P.O.,27.8237699,86.2214665
235,Dolakha,Namdu,45502,A.P.O.,27.6529673,86.0988477
236,Dolakha,Jiri,45503,A.P.O.,27.6674115,86.27282
237,Dolakha,Japhekalapani,45505,A.P.O.,27.8237699,86.2214665
238,Dolakha,Melung,45506,A.P.O.,27.552817,86.0342601
239,Dolakha,Bhusapheda,45507,A.P.O.,27.8237699,86.2214665
240,Dolakha,Sunkhani,45509,A.P.O.,27.703683,86.1168522
241,Dolakha,Khopachangu,45510,A.P.O.,27.8237699,86.2214665
